Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
3:4:3:4,97174.18374406274,3,4,3,4,12 14 (12.0:21.0)[true-Van]:2 3 (2.0:94.0)[true-Van]:4 25 (4.0:16.0)[true-Walker]:41 3 (41.0:49.0)[false-Van]:5 4 (5.0:25.0)[false-Van]:29 22 (29.0:60.0)[true-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:7 20 (7.0:81.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-Walker]:39 18 (39.0:57.0)[true-Van]:47 10 (47.0:10.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[true-Van]:40 13 (40.0:81.0)[true-Van]:3 12 (3.0:10.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:38 15 (38.0:21.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:34 12 (34.0:19.0)[false-Walker]:44 10 (44.0:84.0)[false-Walker]:30 7 (30.0:58.0)[false-Walker]:49 12 (49.0:75.0)[false-Van]:6 11 (6.0:41.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:27 19 (27.0:11.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:,SOL:R:Van::R:Van:12::R:Van:2::R:Walker:4::R:Van:41:5::R:City Cargo Bike:29::R:City Cargo Bike:14::R:City Cargo Bike:45::R:City Cargo Bike:26::R:Van:20:19:54:7:10:11::R:City Cargo Bike:9::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:17::R:City Cargo Bike:8::R:Walker:33::R:Van:39:47:21::R:Van:22::R:Van:40:3:53:38:51:34:44:30:49::R:City Cargo Bike:6::R:Van:50:27:55:31:32:37::R:City Cargo Bike:16::R:Van:23:24:25:35:36::R:City Cargo Bike:28::R:City Cargo Bike:43::R:City Cargo Bike:42::R:City Cargo Bike:46::R:Van:48:52:18:,97174.18374406274,28.0,188350.48293343725,686229.6231150622,2170.0,684059.6231150622,16577.78039796356,NaN,12707.955983612264,3487.9719061747637,39.0,7.0,0.0,54.0,69.0,4.0,0.0,28.0,39.0,6.0,0.0,55.0,59.0,6.0,0.0,36.0,RndSwap:simple
3:4:4:0,-1.0,3,4,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:4:4:1,-1.0,3,4,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:4:4:2,-1.0,3,4,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:4:4:3,-1.0,3,4,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:4:4:4,143950.29364339993,3,4,4,4,2 3 (2.0:94.0)[false-Van]:3 12 (3.0:10.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-Van]:46 66 (46.0:89.0)[true-Van]:41 3 (41.0:49.0)[false-Van]:5 4 (5.0:25.0)[false-Van]:29 22 (29.0:60.0)[true-Van]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:10 20 (10.0:90.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:7 20 (7.0:81.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:9 10 (9.0:42.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:17 6 (17.0:57.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-Van]:24 19 (24.0:84.0)[true-Van]:47 10 (47.0:10.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:27 19 (27.0:11.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:31 11 (31.0:30.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[true-Van]:49 12 (49.0:75.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:22 22 (22.0:41.0)[false-Van]:6 11 (6.0:41.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[true-Van]:42 20 (42.0:51.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:18 7 (18.0:14.0)[false-Van]:,SOL:R:Van:2:3:4:41:5:20:53:8:23::R:City Cargo Bike:52::R:Van:46:51:33::R:Van:29:34:36:44:49:48:18::R:City Cargo Bike:19::R:Walker:54::R:City Cargo Bike:10::R:City Cargo Bike:11::R:Van:39:50:22::R:City Cargo Bike:7::R:City Cargo Bike:13::R:Van:15::R:City Cargo Bike:9::R:Van:14::R:City Cargo Bike:17:37::R:Van:24::R:City Cargo Bike:47::R:City Cargo Bike:26::R:Walker:38::R:City Cargo Bike:55::R:Van:32::R:City Cargo Bike:27::R:City Cargo Bike:16::R:Walker:40::R:City Cargo Bike:25::R:City Cargo Bike:35::R:City Cargo Bike:31::R:City Cargo Bike:28::R:Van:30::R:City Cargo Bike:6::R:Van:12::R:City Cargo Bike:42::R:City Cargo Bike:45::R:City Cargo Bike:43::R:City Cargo Bike:21:,143950.29364339993,35.0,174008.56848048617,742772.8653360639,2450.0,740322.8653360639,16060.539042966604,2161.2915766535457,13755.053061778961,3222.3808977867807,29.0,9.0,0.0,63.0,52.0,6.0,0.0,43.0,24.0,12.0,0.0,64.0,51.0,5.0,0.0,44.0,CrossOver:advanced
4:0:0:0,-1.0,4,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:0:1,-1.0,4,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:0:2,-1.0,4,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:0:3,38255.89513828149,4,0,0,3,2 3 (2.0:94.0)[false-Van]:7 20 (7.0:81.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[true-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[true-Van]:13 16 (13.0:41.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:38 15 (38.0:21.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[true-Van]:4 25 (4.0:16.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[true-Van]:31 11 (31.0:30.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[true-Van]:44 10 (44.0:84.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[true-Van]:27 19 (27.0:11.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[true-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:54 11 (54.0:46.0)[false-Van]:,SOL:R:Van:2:7:15:3:5::R:Van:17:49::R:Van:19:13:8:11::R:Van:32:38:35:10:23::R:Van:12:4:36:29:9::R:Van:14:45:42:43:16::R:Van:18:31:22:39:24::R:Van:25:44:48:41:30:20::R:Van:26:27:34:21:28:6::R:Van:51:37:33:46::R:Van:47:52:40:53:50:55:54:,38255.89513828149,11.0,191279.47569140745,575158.4270742224,1320.0,573838.4270742224,6290.472870082419,1074.923286266814,10651.081982855969,3542.212512803842,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AddRoute:LargeVan:simple
4:0:0:4,44294.91403215083,4,0,0,4,30 7 (30.0:58.0)[false-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[true-Van]:8 21 (8.0:14.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-Van]:22 22 (22.0:41.0)[false-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-Van]:18 7 (18.0:14.0)[true-Van]:3 12 (3.0:10.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:24 19 (24.0:84.0)[true-Van]:2 3 (2.0:94.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[true-Van]:27 19 (27.0:11.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[true-Van]:36 25 (36.0:88.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[true-Van]:44 10 (44.0:84.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:23 10 (23.0:50.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-Van]:6 11 (6.0:41.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-Walker]:43 14 (43.0:9.0)[false-Walker]:46 66 (46.0:89.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:,SOL:R:Van:30:48:37:15:13::R:Van:4:8:7:10:12::R:Van:52:11:32:35::R:Van:16:22:39:17:9:41::R:Van:18:3:21:19:14:20::R:Van:24:2:25::R:Van:38:27:28:26:31:5::R:Van:51:36:29:49:34::R:Van:33:44:45:40:55:54:23::R:Van:47:6:42:43::R:Van:46:53:50:,44294.91403215083,11.0,221474.57016075423,665743.7104822625,1320.0,664423.7104822625,6245.107101169948,1092.6734276526474,12328.58723115301,4101.380928902856,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
4:0:1:0,-1.0,4,0,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:1:1,-1.0,4,0,1,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:1:2,-1.0,4,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:1:3,38258.570014951205,4,0,1,3,20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[true-Van]:5 4 (5.0:25.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-Van]:44 10 (44.0:84.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[true-Van]:29 22 (29.0:60.0)[true-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[true-Van]:14 17 (14.0:65.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:18 7 (18.0:14.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[true-Van]:7 20 (7.0:81.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[true-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-Van]:34 12 (34.0:19.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:43 14 (43.0:9.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:54 11 (54.0:46.0)[false-Van]:,SOL:R:Van:20:19:2:48:6::R:Van:4:5:35:32:8:9::R:Van:10:44:36:41::R:Van:3:11::R:Van:12::R:Van:29:39:42:13::R:Van:38:14:27:22::R:Van:15:18:16::R:Van:40:7:17::R:Van:21:25:23::R:Van:28:30:24:45:37:33:26::R:Van:46:34::R:Van:47:49:50:31::R:Van:52:43:51:55:53:54:,38258.570014951205,14.0,191292.85007475605,575558.5502242681,1680.0,573878.5502242681,6216.253519084772,1180.777472729967,10658.49167081978,3542.4601865695563,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
4:0:1:4,44231.01006679882,4,0,1,4,3 12 (3.0:10.0)[false-Van]:4 25 (4.0:16.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[true-Van]:10 20 (10.0:90.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[true-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[true-Van]:20 11 (20.0:58.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[true-Van]:23 10 (23.0:50.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[true-Van]:26 23 (26.0:47.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[true-Van]:38 15 (38.0:21.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:34 12 (34.0:19.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[true-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[true-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:51 5 (51.0:74.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:47 10 (47.0:10.0)[false-Walker]:52 18 (52.0:1.0)[false-Walker]:54 11 (54.0:46.0)[false-Van]:,SOL:R:Van:3:4:40:24:13:6::R:Van:9:10:29:11:12:8::R:Van:22:21:14::R:Van:15:30:36:16:18::R:Van:19:20:33:44::R:Van:7:23::R:Van:25:26:27::R:Van:28:38:41:31::R:Van:32:34:35:17:37::R:Van:2:39:42:5::R:Van:43:45:46:48::R:Van:49:53:50:51:55:47:52:54:,44231.01006679882,12.0,221155.0503339941,664905.1510019823,1440.0,663465.1510019823,6223.545607242254,1156.3679981765295,12313.058351888561,4095.4638950739645,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AddRoute:LargeVan:simple
4:0:2:0,-1.0,4,0,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:2:1,-1.0,4,0,2,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:2:2,-1.0,4,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:0:2:3,38255.045226512535,4,0,2,3,29 22 (29.0:60.0)[true-Van]:2 3 (2.0:94.0)[true-Van]:7 20 (7.0:81.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[true-Van]:33 22 (33.0:47.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[true-Van]:22 22 (22.0:41.0)[true-Van]:30 7 (30.0:58.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Van]:8 21 (8.0:14.0)[true-Van]:10 20 (10.0:90.0)[false-Van]:14 17 (14.0:65.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[true-Van]:15 11 (15.0:13.0)[true-Van]:3 12 (3.0:10.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[true-Van]:23 10 (23.0:50.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[true-Van]:38 15 (38.0:21.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-Van]:35 24 (35.0:15.0)[true-Van]:32 15 (32.0:9.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[true-Van]:46 66 (46.0:89.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-Walker]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:51 5 (51.0:74.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Van]:,SOL:R:Van::R:Van:29::R:Van:2:7:4::R:Van:55:33:13::R:Van:5::R:Van:22::R:Van:30:24:6::R:Van:8:10:14:31::R:Van:12::R:Van:15:3:18:19:20:16::R:Van:21:23:25:26::R:Van:27:38:28:48:41:9::R:Van:35:32:43:34:36:17::R:Van:39:40:42:11::R:Van:45:46:44:47:37::R:Van:49:50:53:51:52:54:,38255.045226512535,16.0,191275.22613256268,575745.6783976881,1920.0,573825.6783976881,6135.737987240092,NaN,10661.957007364594,3542.133817269679,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
